model_kind,fold,layer,phase,accuracy,balanced_accuracy,auroc,n_test
phase_activation,0,23,pre_selector,0.5,0.5,0.5,64
phase_activation,1,23,pre_selector,0.5,0.5,0.5,48
phase_activation,2,23,pre_selector,0.5,0.5,0.5,48
phase_activation,3,23,pre_selector,0.5,0.5,0.5,48
phase_activation,4,23,pre_selector,0.5,0.5,0.5,48
phase_activation,0,24,pre_selector,0.5,0.5,0.5,64
phase_activation,1,24,pre_selector,0.5,0.5,0.5,48
phase_activation,2,24,pre_selector,0.5,0.5,0.5,48
phase_activation,3,24,pre_selector,0.5,0.5,0.5,48
phase_activation,4,24,pre_selector,0.5,0.5,0.5,48
phase_activation,0,25,pre_selector,0.5,0.5,0.5,64
phase_activation,1,25,pre_selector,0.5,0.5,0.5,48
phase_activation,2,25,pre_selector,0.5,0.5,0.5,48
phase_activation,3,25,pre_selector,0.5,0.5,0.5,48
phase_activation,4,25,pre_selector,0.5,0.5,0.5,48
phase_activation,0,26,pre_selector,0.5,0.5,0.5,64
phase_activation,1,26,pre_selector,0.5,0.5,0.5,48
phase_activation,2,26,pre_selector,0.5,0.5,0.5,48
phase_activation,3,26,pre_selector,0.5,0.5,0.5,48
phase_activation,4,26,pre_selector,0.5,0.5,0.5,48
phase_activation,0,27,pre_selector,0.5,0.5,0.5,64
phase_activation,1,27,pre_selector,0.5,0.5,0.5,48
phase_activation,2,27,pre_selector,0.5,0.5,0.5,48
phase_activation,3,27,pre_selector,0.5,0.5,0.5,48
phase_activation,4,27,pre_selector,0.5,0.5,0.5,48
phase_activation,0,28,pre_selector,0.5,0.5,0.5,64
phase_activation,1,28,pre_selector,0.5,0.5,0.5,48
phase_activation,2,28,pre_selector,0.5,0.5,0.5,48
phase_activation,3,28,pre_selector,0.5,0.5,0.5,48
phase_activation,4,28,pre_selector,0.5,0.5,0.5,48
phase_activation,0,29,pre_selector,0.5,0.5,0.5,64
phase_activation,1,29,pre_selector,0.5,0.5,0.5,48
phase_activation,2,29,pre_selector,0.5,0.5,0.5,48
phase_activation,3,29,pre_selector,0.5,0.5,0.5,48
phase_activation,4,29,pre_selector,0.5,0.5,0.5,48
phase_activation,0,30,pre_selector,0.5,0.5,0.5,64
phase_activation,1,30,pre_selector,0.5,0.5,0.5,48
phase_activation,2,30,pre_selector,0.5,0.5,0.5,48
phase_activation,3,30,pre_selector,0.5,0.5,0.5,48
phase_activation,4,30,pre_selector,0.5,0.5,0.5,48
phase_activation,0,31,pre_selector,0.5,0.5,0.5,64
phase_activation,1,31,pre_selector,0.5,0.5,0.5,48
phase_activation,2,31,pre_selector,0.5,0.5,0.5,48
phase_activation,3,31,pre_selector,0.5,0.5,0.5,48
phase_activation,4,31,pre_selector,0.5,0.5,0.5,48
phase_activation,0,32,pre_selector,0.5,0.5,0.5,64
phase_activation,1,32,pre_selector,0.5,0.5,0.5,48
phase_activation,2,32,pre_selector,0.5,0.5,0.5,48
phase_activation,3,32,pre_selector,0.5,0.5,0.5,48
phase_activation,4,32,pre_selector,0.5,0.5,0.5,48
phase_activation,0,33,pre_selector,0.5,0.5,0.5,64
phase_activation,1,33,pre_selector,0.5,0.5,0.5,48
phase_activation,2,33,pre_selector,0.5,0.5,0.5,48
phase_activation,3,33,pre_selector,0.5,0.5,0.5,48
phase_activation,4,33,pre_selector,0.5,0.5,0.5,48
phase_activation,0,34,pre_selector,0.5,0.5,0.5,64
phase_activation,1,34,pre_selector,0.5,0.5,0.5,48
phase_activation,2,34,pre_selector,0.5,0.5,0.5,48
phase_activation,3,34,pre_selector,0.5,0.5,0.5,48
phase_activation,4,34,pre_selector,0.5,0.5,0.5,48
phase_activation,0,35,pre_selector,0.5,0.5,0.5,64
phase_activation,1,35,pre_selector,0.5,0.5,0.5,48
phase_activation,2,35,pre_selector,0.5,0.5,0.5,48
phase_activation,3,35,pre_selector,0.5,0.5,0.5,48
phase_activation,4,35,pre_selector,0.5,0.5,0.5,48
phase_activation,0,0,post_selector,0.5,0.5,0.537109375,64
phase_activation,1,0,post_selector,0.5208333333333334,0.5208333333333333,0.654513888888889,48
phase_activation,2,0,post_selector,0.375,0.375,0.4670138888888889,48
phase_activation,3,0,post_selector,0.5416666666666666,0.5416666666666666,0.4878472222222222,48
phase_activation,4,0,post_selector,0.5833333333333334,0.5833333333333333,0.5555555555555555,48
phase_activation,0,1,post_selector,0.578125,0.578125,0.5751953125,64
phase_activation,1,1,post_selector,0.625,0.625,0.7378472222222222,48
phase_activation,2,1,post_selector,0.4791666666666667,0.4791666666666667,0.47048611111111116,48
phase_activation,3,1,post_selector,0.5416666666666666,0.5416666666666667,0.5034722222222222,48
phase_activation,4,1,post_selector,0.4583333333333333,0.4583333333333333,0.546875,48
phase_activation,0,2,post_selector,0.5625,0.5625,0.603515625,64
phase_activation,1,2,post_selector,0.625,0.625,0.6354166666666667,48
phase_activation,2,2,post_selector,0.4583333333333333,0.45833333333333337,0.5260416666666667,48
phase_activation,3,2,post_selector,0.5,0.5,0.5295138888888888,48
phase_activation,4,2,post_selector,0.5833333333333334,0.5833333333333334,0.6284722222222223,48
phase_activation,0,3,post_selector,0.578125,0.578125,0.65234375,64
phase_activation,1,3,post_selector,0.6875,0.6875,0.7621527777777778,48
phase_activation,2,3,post_selector,0.6875,0.6875,0.6631944444444444,48
phase_activation,3,3,post_selector,0.4791666666666667,0.4791666666666667,0.5364583333333334,48
phase_activation,4,3,post_selector,0.6041666666666666,0.6041666666666666,0.607638888888889,48
phase_activation,0,4,post_selector,0.640625,0.640625,0.669921875,64
phase_activation,1,4,post_selector,0.6666666666666666,0.6666666666666667,0.7378472222222221,48
phase_activation,2,4,post_selector,0.625,0.625,0.6197916666666667,48
phase_activation,3,4,post_selector,0.5625,0.5625,0.546875,48
phase_activation,4,4,post_selector,0.6041666666666666,0.6041666666666666,0.5972222222222222,48
phase_activation,0,5,post_selector,0.640625,0.640625,0.7021484375,64
phase_activation,1,5,post_selector,0.7083333333333334,0.7083333333333334,0.767361111111111,48
phase_activation,2,5,post_selector,0.6666666666666666,0.6666666666666666,0.6440972222222222,48
phase_activation,3,5,post_selector,0.4583333333333333,0.45833333333333337,0.5208333333333333,48
phase_activation,4,5,post_selector,0.5833333333333334,0.5833333333333334,0.640625,48
phase_activation,0,6,post_selector,0.640625,0.640625,0.6708984375,64
phase_activation,1,6,post_selector,0.6875,0.6875,0.7777777777777778,48
phase_activation,2,6,post_selector,0.6666666666666666,0.6666666666666667,0.6597222222222221,48
phase_activation,3,6,post_selector,0.5,0.5,0.5069444444444444,48
phase_activation,4,6,post_selector,0.6458333333333334,0.6458333333333334,0.7135416666666667,48
phase_activation,0,7,post_selector,0.625,0.625,0.6875,64
phase_activation,1,7,post_selector,0.7083333333333334,0.7083333333333333,0.8298611111111112,48
phase_activation,2,7,post_selector,0.6666666666666666,0.6666666666666666,0.6857638888888888,48
phase_activation,3,7,post_selector,0.5833333333333334,0.5833333333333334,0.5416666666666667,48
phase_activation,4,7,post_selector,0.6666666666666666,0.6666666666666666,0.734375,48
phase_activation,0,8,post_selector,0.59375,0.59375,0.701171875,64
phase_activation,1,8,post_selector,0.625,0.625,0.734375,48
phase_activation,2,8,post_selector,0.7916666666666666,0.7916666666666667,0.7760416666666666,48
phase_activation,3,8,post_selector,0.5625,0.5625,0.657986111111111,48
phase_activation,4,8,post_selector,0.625,0.625,0.779513888888889,48
phase_activation,0,9,post_selector,0.71875,0.71875,0.7822265625,64
phase_activation,1,9,post_selector,0.6041666666666666,0.6041666666666667,0.7118055555555556,48
phase_activation,2,9,post_selector,0.6458333333333334,0.6458333333333333,0.7743055555555556,48
phase_activation,3,9,post_selector,0.5833333333333334,0.5833333333333333,0.5989583333333334,48
phase_activation,4,9,post_selector,0.7083333333333334,0.7083333333333333,0.7569444444444444,48
phase_activation,0,10,post_selector,0.828125,0.828125,0.84765625,64
phase_activation,1,10,post_selector,0.8125,0.8125,0.9444444444444444,48
phase_activation,2,10,post_selector,0.7291666666666666,0.7291666666666667,0.751736111111111,48
phase_activation,3,10,post_selector,0.5833333333333334,0.5833333333333334,0.6666666666666667,48
phase_activation,4,10,post_selector,0.625,0.625,0.7534722222222223,48
phase_activation,0,11,post_selector,0.90625,0.90625,0.9541015625,64
phase_activation,1,11,post_selector,0.9583333333333334,0.9583333333333333,1.0,48
phase_activation,2,11,post_selector,0.875,0.875,0.9600694444444445,48
phase_activation,3,11,post_selector,0.8125,0.8125,0.8663194444444444,48
phase_activation,4,11,post_selector,0.7916666666666666,0.7916666666666667,0.8628472222222222,48
phase_activation,0,12,post_selector,1.0,1.0,1.0,64
phase_activation,1,12,post_selector,1.0,1.0,1.0,48
phase_activation,2,12,post_selector,0.9166666666666666,0.9166666666666667,0.9409722222222223,48
phase_activation,3,12,post_selector,0.8333333333333334,0.8333333333333333,0.9652777777777778,48
phase_activation,4,12,post_selector,0.9791666666666666,0.9791666666666667,1.0,48
phase_activation,0,13,post_selector,1.0,1.0,1.0,64
phase_activation,1,13,post_selector,1.0,1.0,1.0,48
phase_activation,2,13,post_selector,0.9166666666666666,0.9166666666666667,0.9878472222222222,48
phase_activation,3,13,post_selector,0.9583333333333334,0.9583333333333333,0.9965277777777777,48
phase_activation,4,13,post_selector,0.9791666666666666,0.9791666666666667,1.0,48
phase_activation,0,14,post_selector,1.0,1.0,1.0,64
phase_activation,1,14,post_selector,1.0,1.0,1.0,48
phase_activation,2,14,post_selector,0.9791666666666666,0.9791666666666667,0.998263888888889,48
phase_activation,3,14,post_selector,0.9791666666666666,0.9791666666666667,0.998263888888889,48
phase_activation,4,14,post_selector,1.0,1.0,1.0,48
phase_activation,0,15,post_selector,1.0,1.0,1.0,64
phase_activation,1,15,post_selector,1.0,1.0,1.0,48
phase_activation,2,15,post_selector,0.9791666666666666,0.9791666666666667,0.998263888888889,48
phase_activation,3,15,post_selector,0.9375,0.9375,0.9878472222222222,48
phase_activation,4,15,post_selector,0.9791666666666666,0.9791666666666667,1.0,48
phase_activation,0,16,post_selector,1.0,1.0,1.0,64
phase_activation,1,16,post_selector,1.0,1.0,1.0,48
phase_activation,2,16,post_selector,1.0,1.0,1.0,48
phase_activation,3,16,post_selector,1.0,1.0,1.0,48
phase_activation,4,16,post_selector,1.0,1.0,1.0,48
phase_activation,0,17,post_selector,1.0,1.0,1.0,64
phase_activation,1,17,post_selector,1.0,1.0,1.0,48
phase_activation,2,17,post_selector,1.0,1.0,1.0,48
phase_activation,3,17,post_selector,1.0,1.0,1.0,48
phase_activation,4,17,post_selector,1.0,1.0,1.0,48
phase_activation,0,18,post_selector,1.0,1.0,1.0,64
phase_activation,1,18,post_selector,1.0,1.0,1.0,48
phase_activation,2,18,post_selector,1.0,1.0,1.0,48
phase_activation,3,18,post_selector,1.0,1.0,1.0,48
phase_activation,4,18,post_selector,1.0,1.0,1.0,48
phase_activation,0,19,post_selector,1.0,1.0,1.0,64
phase_activation,1,19,post_selector,1.0,1.0,1.0,48
phase_activation,2,19,post_selector,1.0,1.0,1.0,48
phase_activation,3,19,post_selector,1.0,1.0,1.0,48
phase_activation,4,19,post_selector,1.0,1.0,1.0,48
phase_activation,0,20,post_selector,1.0,1.0,1.0,64
phase_activation,1,20,post_selector,1.0,1.0,1.0,48
phase_activation,2,20,post_selector,1.0,1.0,1.0,48
phase_activation,3,20,post_selector,1.0,1.0,1.0,48
phase_activation,4,20,post_selector,1.0,1.0,1.0,48
phase_activation,0,21,post_selector,1.0,1.0,1.0,64
phase_activation,1,21,post_selector,1.0,1.0,1.0,48
phase_activation,2,21,post_selector,1.0,1.0,1.0,48
phase_activation,3,21,post_selector,1.0,1.0,1.0,48
phase_activation,4,21,post_selector,1.0,1.0,1.0,48
phase_activation,0,22,post_selector,1.0,1.0,1.0,64
phase_activation,1,22,post_selector,1.0,1.0,1.0,48
phase_activation,2,22,post_selector,1.0,1.0,1.0,48
phase_activation,3,22,post_selector,1.0,1.0,1.0,48
phase_activation,4,22,post_selector,1.0,1.0,1.0,48
phase_activation,0,23,post_selector,1.0,1.0,1.0,64
phase_activation,1,23,post_selector,1.0,1.0,1.0,48
phase_activation,2,23,post_selector,1.0,1.0,1.0,48
phase_activation,3,23,post_selector,1.0,1.0,1.0,48
phase_activation,4,23,post_selector,1.0,1.0,1.0,48
phase_activation,0,24,post_selector,1.0,1.0,1.0,64
phase_activation,1,24,post_selector,1.0,1.0,1.0,48
phase_activation,2,24,post_selector,1.0,1.0,1.0,48
phase_activation,3,24,post_selector,1.0,1.0,1.0,48
phase_activation,4,24,post_selector,1.0,1.0,1.0,48
phase_activation,0,25,post_selector,1.0,1.0,1.0,64
phase_activation,1,25,post_selector,1.0,1.0,1.0,48
phase_activation,2,25,post_selector,1.0,1.0,1.0,48
phase_activation,3,25,post_selector,1.0,1.0,1.0,48
phase_activation,4,25,post_selector,1.0,1.0,1.0,48
phase_activation,0,26,post_selector,1.0,1.0,1.0,64
phase_activation,1,26,post_selector,1.0,1.0,1.0,48
phase_activation,2,26,post_selector,1.0,1.0,1.0,48
phase_activation,3,26,post_selector,1.0,1.0,1.0,48
phase_activation,4,26,post_selector,1.0,1.0,1.0,48
phase_activation,0,27,post_selector,1.0,1.0,1.0,64
phase_activation,1,27,post_selector,1.0,1.0,1.0,48
phase_activation,2,27,post_selector,1.0,1.0,1.0,48
phase_activation,3,27,post_selector,1.0,1.0,1.0,48
phase_activation,4,27,post_selector,0.9791666666666666,0.9791666666666667,1.0,48
phase_activation,0,28,post_selector,1.0,1.0,1.0,64
phase_activation,1,28,post_selector,1.0,1.0,1.0,48
phase_activation,2,28,post_selector,1.0,1.0,1.0,48
phase_activation,3,28,post_selector,1.0,1.0,1.0,48
phase_activation,4,28,post_selector,0.9791666666666666,0.9791666666666667,1.0,48
phase_activation,0,29,post_selector,1.0,1.0,1.0,64
phase_activation,1,29,post_selector,1.0,1.0,1.0,48
phase_activation,2,29,post_selector,1.0,1.0,1.0,48
phase_activation,3,29,post_selector,1.0,1.0,1.0,48
phase_activation,4,29,post_selector,0.9791666666666666,0.9791666666666667,1.0,48
phase_activation,0,30,post_selector,1.0,1.0,1.0,64
phase_activation,1,30,post_selector,1.0,1.0,1.0,48
phase_activation,2,30,post_selector,1.0,1.0,1.0,48
phase_activation,3,30,post_selector,1.0,1.0,1.0,48
phase_activation,4,30,post_selector,0.9791666666666666,0.9791666666666667,1.0,48
phase_activation,0,31,post_selector,1.0,1.0,1.0,64
phase_activation,1,31,post_selector,1.0,1.0,1.0,48
phase_activation,2,31,post_selector,1.0,1.0,1.0,48
phase_activation,3,31,post_selector,1.0,1.0,1.0,48
phase_activation,4,31,post_selector,0.9791666666666666,0.9791666666666667,1.0,48
phase_activation,0,32,post_selector,1.0,1.0,1.0,64
phase_activation,1,32,post_selector,1.0,1.0,1.0,48
phase_activation,2,32,post_selector,1.0,1.0,1.0,48
phase_activation,3,32,post_selector,1.0,1.0,1.0,48
phase_activation,4,32,post_selector,0.9791666666666666,0.9791666666666667,1.0,48
phase_activation,0,33,post_selector,1.0,1.0,1.0,64
phase_activation,1,33,post_selector,1.0,1.0,1.0,48
phase_activation,2,33,post_selector,1.0,1.0,1.0,48
phase_activation,3,33,post_selector,1.0,1.0,1.0,48
phase_activation,4,33,post_selector,0.9583333333333334,0.9583333333333333,1.0,48
phase_activation,0,34,post_selector,1.0,1.0,1.0,64
phase_activation,1,34,post_selector,1.0,1.0,1.0,48
phase_activation,2,34,post_selector,1.0,1.0,1.0,48
phase_activation,3,34,post_selector,1.0,1.0,1.0,48
phase_activation,4,34,post_selector,0.9583333333333334,0.9583333333333333,0.9965277777777778,48
phase_activation,0,35,post_selector,1.0,1.0,1.0,64
phase_activation,1,35,post_selector,1.0,1.0,1.0,48
phase_activation,2,35,post_selector,1.0,1.0,1.0,48
phase_activation,3,35,post_selector,1.0,1.0,1.0,48
phase_activation,4,35,post_selector,0.9583333333333334,0.9583333333333333,0.9965277777777778,48
phase_activation,0,0,public_task_span,0.515625,0.515625,0.4833984375,64
phase_activation,1,0,public_task_span,0.5,0.5,0.4930555555555556,48
phase_activation,2,0,public_task_span,0.5208333333333334,0.5208333333333334,0.4947916666666667,48
phase_activation,3,0,public_task_span,0.4791666666666667,0.47916666666666663,0.484375,48
phase_activation,4,0,public_task_span,0.5,0.5,0.49652777777777773,48
phase_activation,0,1,public_task_span,0.5,0.5,0.5341796875,64
phase_activation,1,1,public_task_span,0.5208333333333334,0.5208333333333334,0.5486111111111112,48
phase_activation,2,1,public_task_span,0.4375,0.4375,0.4678819444444445,48
phase_activation,3,1,public_task_span,0.5,0.5,0.4704861111111111,48
phase_activation,4,1,public_task_span,0.5416666666666666,0.5416666666666667,0.5347222222222223,48
phase_activation,0,2,public_task_span,0.5,0.5,0.5302734375,64
phase_activation,1,2,public_task_span,0.4791666666666667,0.4791666666666667,0.5277777777777778,48
phase_activation,2,2,public_task_span,0.5,0.5,0.48003472222222227,48
phase_activation,3,2,public_task_span,0.4583333333333333,0.45833333333333337,0.4409722222222222,48
phase_activation,4,2,public_task_span,0.5,0.5,0.5208333333333333,48
phase_activation,0,3,public_task_span,0.46875,0.46875,0.5283203125,64
phase_activation,1,3,public_task_span,0.4791666666666667,0.47916666666666663,0.5069444444444444,48
phase_activation,2,3,public_task_span,0.5,0.5,0.45138888888888884,48
phase_activation,3,3,public_task_span,0.5,0.5,0.48958333333333337,48
phase_activation,4,3,public_task_span,0.5,0.5,0.5329861111111112,48
phase_activation,0,4,public_task_span,0.5,0.5,0.51953125,64
phase_activation,1,4,public_task_span,0.5208333333333334,0.5208333333333333,0.5138888888888888,48
phase_activation,2,4,public_task_span,0.5,0.5,0.4704861111111111,48
phase_activation,3,4,public_task_span,0.5,0.5,0.45659722222222227,48
phase_activation,4,4,public_task_span,0.5,0.5,0.5546875,48
phase_activation,0,5,public_task_span,0.5,0.5,0.505859375,64
phase_activation,1,5,public_task_span,0.5,0.5,0.5468749999999999,48
phase_activation,2,5,public_task_span,0.5,0.5,0.4930555555555556,48
phase_activation,3,5,public_task_span,0.5,0.5,0.5086805555555555,48
phase_activation,4,5,public_task_span,0.5,0.5,0.5364583333333333,48
phase_activation,0,6,public_task_span,0.515625,0.515625,0.5107421875,64
phase_activation,1,6,public_task_span,0.5625,0.5625,0.5954861111111112,48
phase_activation,2,6,public_task_span,0.5,0.5,0.4600694444444444,48
phase_activation,3,6,public_task_span,0.4791666666666667,0.47916666666666663,0.5208333333333334,48
phase_activation,4,6,public_task_span,0.5,0.5,0.5434027777777778,48
phase_activation,0,7,public_task_span,0.515625,0.515625,0.5087890625,64
phase_activation,1,7,public_task_span,0.5,0.5,0.5434027777777778,48
phase_activation,2,7,public_task_span,0.5,0.5,0.4965277777777778,48
phase_activation,3,7,public_task_span,0.5,0.5,0.5208333333333333,48
phase_activation,4,7,public_task_span,0.5,0.5,0.53125,48
phase_activation,0,8,public_task_span,0.46875,0.46875,0.5078125,64
phase_activation,1,8,public_task_span,0.5208333333333334,0.5208333333333333,0.579861111111111,48
phase_activation,2,8,public_task_span,0.4583333333333333,0.45833333333333337,0.5416666666666666,48
phase_activation,3,8,public_task_span,0.5208333333333334,0.5208333333333334,0.5243055555555556,48
phase_activation,4,8,public_task_span,0.5416666666666666,0.5416666666666666,0.5659722222222222,48
phase_activation,0,9,public_task_span,0.546875,0.546875,0.5234375,64
phase_activation,1,9,public_task_span,0.5416666666666666,0.5416666666666667,0.5815972222222222,48
phase_activation,2,9,public_task_span,0.4791666666666667,0.47916666666666663,0.5034722222222221,48
phase_activation,3,9,public_task_span,0.4583333333333333,0.45833333333333337,0.5329861111111112,48
phase_activation,4,9,public_task_span,0.5625,0.5625,0.5920138888888888,48
phase_activation,0,10,public_task_span,0.484375,0.484375,0.5107421875,64
phase_activation,1,10,public_task_span,0.5416666666666666,0.5416666666666667,0.5590277777777778,48
phase_activation,2,10,public_task_span,0.5,0.5,0.53125,48
phase_activation,3,10,public_task_span,0.5,0.5,0.5347222222222222,48
phase_activation,4,10,public_task_span,0.5208333333333334,0.5208333333333334,0.5364583333333334,48
phase_activation,0,11,public_task_span,0.5,0.5,0.5126953125,64
phase_activation,1,11,public_task_span,0.5833333333333334,0.5833333333333334,0.5885416666666667,48
phase_activation,2,11,public_task_span,0.5208333333333334,0.5208333333333334,0.5329861111111112,48
phase_activation,3,11,public_task_span,0.5208333333333334,0.5208333333333334,0.5555555555555556,48
phase_activation,4,11,public_task_span,0.4375,0.4375,0.4965277777777778,48
phase_activation,0,12,public_task_span,0.484375,0.484375,0.5380859375,64
phase_activation,1,12,public_task_span,0.5208333333333334,0.5208333333333333,0.5677083333333333,48
phase_activation,2,12,public_task_span,0.5416666666666666,0.5416666666666666,0.595486111111111,48
phase_activation,3,12,public_task_span,0.6041666666666666,0.6041666666666666,0.5494791666666666,48
