model_kind,fold,layer,phase,accuracy,balanced_accuracy,auroc,n_test,train_phase,test_phase
phase_transfer,3,21,response_first,0.5,0.5,0.8697916666666666,48,final_prompt,response_first
phase_transfer,4,21,response_first,0.5,0.5,0.9652777777777778,48,final_prompt,response_first
phase_transfer,0,21,response_mean,0.8125,0.8125,1.0,64,final_prompt,response_mean
phase_transfer,1,21,response_mean,0.6041666666666666,0.6041666666666666,0.998263888888889,48,final_prompt,response_mean
phase_transfer,2,21,response_mean,0.5416666666666666,0.5416666666666666,0.9861111111111112,48,final_prompt,response_mean
phase_transfer,3,21,response_mean,0.5,0.5,0.9895833333333334,48,final_prompt,response_mean
phase_transfer,4,21,response_mean,0.5,0.5,0.9756944444444444,48,final_prompt,response_mean
phase_transfer,0,21,pre_selector,0.5,0.5,0.5,64,response_first,pre_selector
phase_transfer,1,21,pre_selector,0.5,0.5,0.5,48,response_first,pre_selector
phase_transfer,2,21,pre_selector,0.5,0.5,0.5,48,response_first,pre_selector
phase_transfer,3,21,pre_selector,0.5,0.5,0.5,48,response_first,pre_selector
phase_transfer,4,21,pre_selector,0.5,0.5,0.5,48,response_first,pre_selector
phase_transfer,0,21,post_selector,0.53125,0.53125,0.9658203125,64,response_first,post_selector
phase_transfer,1,21,post_selector,0.5,0.5,0.9513888888888888,48,response_first,post_selector
phase_transfer,2,21,post_selector,0.5,0.5,0.9079861111111112,48,response_first,post_selector
phase_transfer,3,21,post_selector,0.5,0.5,0.9184027777777777,48,response_first,post_selector
phase_transfer,4,21,post_selector,0.5,0.5,0.9618055555555556,48,response_first,post_selector
phase_transfer,0,21,public_task_span,0.5,0.5,0.927734375,64,response_first,public_task_span
phase_transfer,1,21,public_task_span,0.5,0.5,0.8315972222222223,48,response_first,public_task_span
phase_transfer,2,21,public_task_span,0.5,0.5,0.8749999999999999,48,response_first,public_task_span
phase_transfer,3,21,public_task_span,0.5,0.5,0.829861111111111,48,response_first,public_task_span
phase_transfer,4,21,public_task_span,0.5,0.5,0.8350694444444445,48,response_first,public_task_span
phase_transfer,0,21,final_prompt,0.859375,0.859375,1.0,64,response_first,final_prompt
phase_transfer,1,21,final_prompt,0.6458333333333334,0.6458333333333334,1.0,48,response_first,final_prompt
phase_transfer,2,21,final_prompt,0.5,0.5,0.9965277777777777,48,response_first,final_prompt
phase_transfer,3,21,final_prompt,0.8125,0.8125,0.953125,48,response_first,final_prompt
phase_transfer,4,21,final_prompt,0.6041666666666666,0.6041666666666666,1.0,48,response_first,final_prompt
phase_transfer,0,21,response_first,0.984375,0.984375,1.0,64,response_first,response_first
phase_transfer,1,21,response_first,0.9583333333333334,0.9583333333333333,0.998263888888889,48,response_first,response_first
phase_transfer,2,21,response_first,1.0,1.0,1.0,48,response_first,response_first
phase_transfer,3,21,response_first,0.9375,0.9375,0.998263888888889,48,response_first,response_first
phase_transfer,4,21,response_first,1.0,1.0,1.0,48,response_first,response_first
phase_transfer,0,21,response_mean,1.0,1.0,1.0,64,response_first,response_mean
phase_transfer,1,21,response_mean,1.0,1.0,1.0,48,response_first,response_mean
phase_transfer,2,21,response_mean,0.6041666666666666,0.6041666666666666,1.0,48,response_first,response_mean
phase_transfer,3,21,response_mean,0.9166666666666666,0.9166666666666667,0.9809027777777777,48,response_first,response_mean
phase_transfer,4,21,response_mean,0.8541666666666666,0.8541666666666667,1.0,48,response_first,response_mean
phase_transfer,0,21,pre_selector,0.5,0.5,0.5,64,response_mean,pre_selector
phase_transfer,1,21,pre_selector,0.5,0.5,0.5,48,response_mean,pre_selector
phase_transfer,2,21,pre_selector,0.5,0.5,0.5,48,response_mean,pre_selector
phase_transfer,3,21,pre_selector,0.5,0.5,0.5,48,response_mean,pre_selector
phase_transfer,4,21,pre_selector,0.5,0.5,0.5,48,response_mean,pre_selector
phase_transfer,0,21,post_selector,1.0,1.0,1.0,64,response_mean,post_selector
phase_transfer,1,21,post_selector,1.0,1.0,1.0,48,response_mean,post_selector
phase_transfer,2,21,post_selector,1.0,1.0,1.0,48,response_mean,post_selector
phase_transfer,3,21,post_selector,1.0,1.0,1.0,48,response_mean,post_selector
phase_transfer,4,21,post_selector,1.0,1.0,1.0,48,response_mean,post_selector
phase_transfer,0,21,public_task_span,0.5,0.5,0.982421875,64,response_mean,public_task_span
phase_transfer,1,21,public_task_span,0.6666666666666666,0.6666666666666666,0.9652777777777778,48,response_mean,public_task_span
phase_transfer,2,21,public_task_span,0.5,0.5,0.9270833333333334,48,response_mean,public_task_span
phase_transfer,3,21,public_task_span,0.5,0.5,0.8923611111111112,48,response_mean,public_task_span
phase_transfer,4,21,public_task_span,0.5,0.5,0.921875,48,response_mean,public_task_span
phase_transfer,0,21,final_prompt,0.84375,0.84375,0.9990234375,64,response_mean,final_prompt
phase_transfer,1,21,final_prompt,0.9583333333333334,0.9583333333333333,0.9930555555555555,48,response_mean,final_prompt
phase_transfer,2,21,final_prompt,0.8333333333333334,0.8333333333333333,0.998263888888889,48,response_mean,final_prompt
phase_transfer,3,21,final_prompt,0.8125,0.8125,0.9722222222222222,48,response_mean,final_prompt
phase_transfer,4,21,final_prompt,0.7083333333333334,0.7083333333333334,1.0,48,response_mean,final_prompt
phase_transfer,0,21,response_first,0.5,0.5,0.9970703125,64,response_mean,response_first
phase_transfer,1,21,response_first,0.9166666666666666,0.9166666666666667,0.9947916666666667,48,response_mean,response_first
phase_transfer,2,21,response_first,0.625,0.625,1.0,48,response_mean,response_first
phase_transfer,3,21,response_first,0.5416666666666666,0.5416666666666666,0.9930555555555556,48,response_mean,response_first
phase_transfer,4,21,response_first,0.5,0.5,1.0,48,response_mean,response_first
phase_transfer,0,21,response_mean,1.0,1.0,1.0,64,response_mean,response_mean
phase_transfer,1,21,response_mean,1.0,1.0,1.0,48,response_mean,response_mean
phase_transfer,2,21,response_mean,1.0,1.0,1.0,48,response_mean,response_mean
phase_transfer,3,21,response_mean,0.9791666666666666,0.9791666666666667,1.0,48,response_mean,response_mean
phase_transfer,4,21,response_mean,1.0,1.0,1.0,48,response_mean,response_mean
phase_transfer,0,22,pre_selector,0.5,0.5,0.5,64,pre_selector,pre_selector
phase_transfer,1,22,pre_selector,0.5,0.5,0.5,48,pre_selector,pre_selector
phase_transfer,2,22,pre_selector,0.5,0.5,0.5,48,pre_selector,pre_selector
phase_transfer,3,22,pre_selector,0.5,0.5,0.5,48,pre_selector,pre_selector
phase_transfer,4,22,pre_selector,0.5,0.5,0.5,48,pre_selector,pre_selector
phase_transfer,0,22,post_selector,0.5,0.5,0.5,64,pre_selector,post_selector
phase_transfer,1,22,post_selector,0.5,0.5,0.5,48,pre_selector,post_selector
phase_transfer,2,22,post_selector,0.5,0.5,0.5,48,pre_selector,post_selector
phase_transfer,3,22,post_selector,0.5,0.5,0.5,48,pre_selector,post_selector
phase_transfer,4,22,post_selector,0.5,0.5,0.5,48,pre_selector,post_selector
phase_transfer,0,22,public_task_span,0.5,0.5,0.5,64,pre_selector,public_task_span
phase_transfer,1,22,public_task_span,0.5,0.5,0.5,48,pre_selector,public_task_span
phase_transfer,2,22,public_task_span,0.5,0.5,0.5,48,pre_selector,public_task_span
phase_transfer,3,22,public_task_span,0.5,0.5,0.5,48,pre_selector,public_task_span
phase_transfer,4,22,public_task_span,0.5,0.5,0.5,48,pre_selector,public_task_span
phase_transfer,0,22,final_prompt,0.5,0.5,0.5,64,pre_selector,final_prompt
phase_transfer,1,22,final_prompt,0.5,0.5,0.5,48,pre_selector,final_prompt
phase_transfer,2,22,final_prompt,0.5,0.5,0.5,48,pre_selector,final_prompt
phase_transfer,3,22,final_prompt,0.5,0.5,0.5,48,pre_selector,final_prompt
phase_transfer,4,22,final_prompt,0.5,0.5,0.5,48,pre_selector,final_prompt
phase_transfer,0,22,response_first,0.5,0.5,0.5,64,pre_selector,response_first
phase_transfer,1,22,response_first,0.5,0.5,0.5,48,pre_selector,response_first
phase_transfer,2,22,response_first,0.5,0.5,0.5,48,pre_selector,response_first
phase_transfer,3,22,response_first,0.5,0.5,0.5,48,pre_selector,response_first
phase_transfer,4,22,response_first,0.5,0.5,0.5,48,pre_selector,response_first
phase_transfer,0,22,response_mean,0.5,0.5,0.5,64,pre_selector,response_mean
phase_transfer,1,22,response_mean,0.5,0.5,0.5,48,pre_selector,response_mean
phase_transfer,2,22,response_mean,0.5,0.5,0.5,48,pre_selector,response_mean
phase_transfer,3,22,response_mean,0.5,0.5,0.5,48,pre_selector,response_mean
phase_transfer,4,22,response_mean,0.5,0.5,0.5,48,pre_selector,response_mean
phase_transfer,0,22,pre_selector,0.5,0.5,0.5,64,post_selector,pre_selector
phase_transfer,1,22,pre_selector,0.5,0.5,0.5,48,post_selector,pre_selector
phase_transfer,2,22,pre_selector,0.5,0.5,0.5,48,post_selector,pre_selector
phase_transfer,3,22,pre_selector,0.5,0.5,0.5,48,post_selector,pre_selector
phase_transfer,4,22,pre_selector,0.5,0.5,0.5,48,post_selector,pre_selector
phase_transfer,0,22,post_selector,1.0,1.0,1.0,64,post_selector,post_selector
phase_transfer,1,22,post_selector,1.0,1.0,1.0,48,post_selector,post_selector
phase_transfer,2,22,post_selector,1.0,1.0,1.0,48,post_selector,post_selector
phase_transfer,3,22,post_selector,1.0,1.0,1.0,48,post_selector,post_selector
phase_transfer,4,22,post_selector,1.0,1.0,1.0,48,post_selector,post_selector
phase_transfer,0,22,public_task_span,0.6875,0.6875,0.9248046875,64,post_selector,public_task_span
phase_transfer,1,22,public_task_span,0.6458333333333334,0.6458333333333334,0.9444444444444444,48,post_selector,public_task_span
phase_transfer,2,22,public_task_span,0.6041666666666666,0.6041666666666666,0.8697916666666667,48,post_selector,public_task_span
phase_transfer,3,22,public_task_span,0.75,0.75,0.75,48,post_selector,public_task_span
phase_transfer,4,22,public_task_span,0.5,0.5,0.7326388888888888,48,post_selector,public_task_span
phase_transfer,0,22,final_prompt,0.5,0.5,0.62890625,64,post_selector,final_prompt
phase_transfer,1,22,final_prompt,0.5,0.5,0.6145833333333333,48,post_selector,final_prompt
phase_transfer,2,22,final_prompt,0.5,0.5,0.65625,48,post_selector,final_prompt
phase_transfer,3,22,final_prompt,0.5,0.5,0.6284722222222222,48,post_selector,final_prompt
phase_transfer,4,22,final_prompt,0.5416666666666666,0.5416666666666666,0.5277777777777778,48,post_selector,final_prompt
phase_transfer,0,22,response_first,0.5,0.5,0.6572265625,64,post_selector,response_first
phase_transfer,1,22,response_first,0.5,0.5,0.6440972222222222,48,post_selector,response_first
phase_transfer,2,22,response_first,0.5,0.5,0.7031249999999999,48,post_selector,response_first
phase_transfer,3,22,response_first,0.5,0.5,0.576388888888889,48,post_selector,response_first
phase_transfer,4,22,response_first,0.5,0.5,0.5729166666666666,48,post_selector,response_first
phase_transfer,0,22,response_mean,0.8125,0.8125,0.958984375,64,post_selector,response_mean
phase_transfer,1,22,response_mean,0.875,0.875,0.9427083333333335,48,post_selector,response_mean
phase_transfer,2,22,response_mean,0.7708333333333334,0.7708333333333334,0.9166666666666667,48,post_selector,response_mean
phase_transfer,3,22,response_mean,0.8333333333333334,0.8333333333333334,0.9166666666666666,48,post_selector,response_mean
phase_transfer,4,22,response_mean,0.5625,0.5625,0.8333333333333333,48,post_selector,response_mean
phase_transfer,0,22,pre_selector,0.5,0.5,0.5,64,public_task_span,pre_selector
phase_transfer,1,22,pre_selector,0.5,0.5,0.5,48,public_task_span,pre_selector
phase_transfer,2,22,pre_selector,0.5,0.5,0.5,48,public_task_span,pre_selector
phase_transfer,3,22,pre_selector,0.5,0.5,0.5,48,public_task_span,pre_selector
phase_transfer,4,22,pre_selector,0.5,0.5,0.5,48,public_task_span,pre_selector
phase_transfer,0,22,post_selector,0.9375,0.9375,0.9990234375,64,public_task_span,post_selector
phase_transfer,1,22,post_selector,0.8333333333333334,0.8333333333333333,1.0,48,public_task_span,post_selector
phase_transfer,2,22,post_selector,0.8541666666666666,0.8541666666666666,0.9322916666666667,48,public_task_span,post_selector
phase_transfer,3,22,post_selector,0.9791666666666666,0.9791666666666667,1.0,48,public_task_span,post_selector
phase_transfer,4,22,post_selector,0.9791666666666666,0.9791666666666667,0.998263888888889,48,public_task_span,post_selector
phase_transfer,0,22,public_task_span,1.0,1.0,1.0,64,public_task_span,public_task_span
phase_transfer,1,22,public_task_span,1.0,1.0,1.0,48,public_task_span,public_task_span
phase_transfer,2,22,public_task_span,0.9791666666666666,0.9791666666666667,1.0,48,public_task_span,public_task_span
phase_transfer,3,22,public_task_span,0.9583333333333334,0.9583333333333333,0.998263888888889,48,public_task_span,public_task_span
phase_transfer,4,22,public_task_span,0.9791666666666666,0.9791666666666667,1.0,48,public_task_span,public_task_span
phase_transfer,0,22,final_prompt,0.5,0.5,0.9833984375,64,public_task_span,final_prompt
phase_transfer,1,22,final_prompt,0.5,0.5,0.998263888888889,48,public_task_span,final_prompt
phase_transfer,2,22,final_prompt,0.5,0.5,0.9739583333333334,48,public_task_span,final_prompt
phase_transfer,3,22,final_prompt,0.5,0.5,0.888888888888889,48,public_task_span,final_prompt
phase_transfer,4,22,final_prompt,0.5,0.5,0.984375,48,public_task_span,final_prompt
phase_transfer,0,22,response_first,0.796875,0.796875,0.98046875,64,public_task_span,response_first
phase_transfer,1,22,response_first,0.5625,0.5625,0.9565972222222222,48,public_task_span,response_first
phase_transfer,2,22,response_first,0.5833333333333334,0.5833333333333334,0.9288194444444444,48,public_task_span,response_first
phase_transfer,3,22,response_first,0.5208333333333334,0.5208333333333334,0.7552083333333334,48,public_task_span,response_first
phase_transfer,4,22,response_first,0.5,0.5,0.9288194444444443,48,public_task_span,response_first
phase_transfer,0,22,response_mean,0.5,0.5,0.9921875,64,public_task_span,response_mean
phase_transfer,1,22,response_mean,0.5,0.5,0.998263888888889,48,public_task_span,response_mean
phase_transfer,2,22,response_mean,0.5,0.5,0.9288194444444444,48,public_task_span,response_mean
phase_transfer,3,22,response_mean,0.5,0.5,0.9461805555555556,48,public_task_span,response_mean
phase_transfer,4,22,response_mean,0.6666666666666666,0.6666666666666666,0.935763888888889,48,public_task_span,response_mean
phase_transfer,0,22,pre_selector,0.5,0.5,0.5,64,final_prompt,pre_selector
phase_transfer,1,22,pre_selector,0.5,0.5,0.5,48,final_prompt,pre_selector
phase_transfer,2,22,pre_selector,0.5,0.5,0.5,48,final_prompt,pre_selector
phase_transfer,3,22,pre_selector,0.5,0.5,0.5,48,final_prompt,pre_selector
phase_transfer,4,22,pre_selector,0.5,0.5,0.5,48,final_prompt,pre_selector
phase_transfer,0,22,post_selector,0.65625,0.65625,0.9990234375,64,final_prompt,post_selector
phase_transfer,1,22,post_selector,0.5,0.5,1.0,48,final_prompt,post_selector
phase_transfer,2,22,post_selector,0.5,0.5,0.9826388888888888,48,final_prompt,post_selector
phase_transfer,3,22,post_selector,0.5,0.5,1.0,48,final_prompt,post_selector
phase_transfer,4,22,post_selector,0.5,0.5,1.0,48,final_prompt,post_selector
phase_transfer,0,22,public_task_span,0.5,0.5,0.8583984375,64,final_prompt,public_task_span
phase_transfer,1,22,public_task_span,0.5,0.5,0.7604166666666666,48,final_prompt,public_task_span
phase_transfer,2,22,public_task_span,0.5,0.5,0.7864583333333334,48,final_prompt,public_task_span
phase_transfer,3,22,public_task_span,0.5,0.5,0.763888888888889,48,final_prompt,public_task_span
phase_transfer,4,22,public_task_span,0.5,0.5,0.8888888888888888,48,final_prompt,public_task_span
phase_transfer,0,22,final_prompt,1.0,1.0,1.0,64,final_prompt,final_prompt
phase_transfer,1,22,final_prompt,1.0,1.0,1.0,48,final_prompt,final_prompt
phase_transfer,2,22,final_prompt,1.0,1.0,1.0,48,final_prompt,final_prompt
phase_transfer,3,22,final_prompt,0.9791666666666666,0.9791666666666667,1.0,48,final_prompt,final_prompt
phase_transfer,4,22,final_prompt,1.0,1.0,1.0,48,final_prompt,final_prompt
phase_transfer,0,22,response_first,0.5,0.5,0.9912109375,64,final_prompt,response_first
phase_transfer,1,22,response_first,0.5,0.5,0.9809027777777778,48,final_prompt,response_first
phase_transfer,2,22,response_first,0.5,0.5,0.9913194444444444,48,final_prompt,response_first
phase_transfer,3,22,response_first,0.5,0.5,0.8871527777777779,48,final_prompt,response_first
phase_transfer,4,22,response_first,0.5,0.5,0.9895833333333334,48,final_prompt,response_first
phase_transfer,0,22,response_mean,0.5,0.5,1.0,64,final_prompt,response_mean
phase_transfer,1,22,response_mean,0.5,0.5,0.9965277777777778,48,final_prompt,response_mean
phase_transfer,2,22,response_mean,0.5,0.5,0.998263888888889,48,final_prompt,response_mean
phase_transfer,3,22,response_mean,0.5,0.5,0.9774305555555556,48,final_prompt,response_mean
phase_transfer,4,22,response_mean,0.5,0.5,0.986111111111111,48,final_prompt,response_mean
phase_transfer,0,22,pre_selector,0.5,0.5,0.5,64,response_first,pre_selector
phase_transfer,1,22,pre_selector,0.5,0.5,0.5,48,response_first,pre_selector
phase_transfer,2,22,pre_selector,0.5,0.5,0.5,48,response_first,pre_selector
phase_transfer,3,22,pre_selector,0.5,0.5,0.5,48,response_first,pre_selector
phase_transfer,4,22,pre_selector,0.5,0.5,0.5,48,response_first,pre_selector
phase_transfer,0,22,post_selector,0.625,0.625,0.9794921875,64,response_first,post_selector
phase_transfer,1,22,post_selector,0.5,0.5,0.9809027777777778,48,response_first,post_selector
phase_transfer,2,22,post_selector,0.5,0.5,0.859375,48,response_first,post_selector
phase_transfer,3,22,post_selector,0.5,0.5,0.9461805555555556,48,response_first,post_selector
phase_transfer,4,22,post_selector,0.5833333333333334,0.5833333333333334,0.9704861111111112,48,response_first,post_selector
phase_transfer,0,22,public_task_span,0.5,0.5,0.8056640625,64,response_first,public_task_span
