model_kind,fold,layer,phase,accuracy,balanced_accuracy,auroc,n_test,train_phase,test_phase
phase_transfer,3,22,post_selector,1.0,1.0,1.0,48,post_selector,post_selector
phase_transfer,4,22,post_selector,1.0,1.0,1.0,48,post_selector,post_selector
phase_transfer,0,22,public_task_span,0.5,0.5,0.7451171875,64,post_selector,public_task_span
phase_transfer,1,22,public_task_span,0.5,0.5,0.9184027777777777,48,post_selector,public_task_span
phase_transfer,2,22,public_task_span,0.5,0.5,0.8489583333333333,48,post_selector,public_task_span
phase_transfer,3,22,public_task_span,0.5,0.5,0.9131944444444444,48,post_selector,public_task_span
phase_transfer,4,22,public_task_span,0.8333333333333334,0.8333333333333333,0.888888888888889,48,post_selector,public_task_span
phase_transfer,0,22,final_prompt,0.5,0.5,0.572265625,64,post_selector,final_prompt
phase_transfer,1,22,final_prompt,0.5,0.5,0.40625000000000006,48,post_selector,final_prompt
phase_transfer,2,22,final_prompt,0.5,0.5,0.6111111111111112,48,post_selector,final_prompt
phase_transfer,3,22,final_prompt,0.5,0.5,0.6770833333333334,48,post_selector,final_prompt
phase_transfer,4,22,final_prompt,0.5,0.5,0.75,48,post_selector,final_prompt
phase_transfer,0,22,response_first,0.5,0.5,0.6328125,64,post_selector,response_first
phase_transfer,1,22,response_first,0.4791666666666667,0.4791666666666667,0.5104166666666667,48,post_selector,response_first
phase_transfer,2,22,response_first,0.5,0.5,0.626736111111111,48,post_selector,response_first
phase_transfer,3,22,response_first,0.5,0.5,0.6579861111111112,48,post_selector,response_first
phase_transfer,4,22,response_first,0.5,0.5,0.6666666666666667,48,post_selector,response_first
phase_transfer,0,22,response_mean,0.75,0.75,0.9169921875,64,post_selector,response_mean
phase_transfer,1,22,response_mean,0.5,0.5,0.8246527777777778,48,post_selector,response_mean
phase_transfer,2,22,response_mean,0.5416666666666666,0.5416666666666666,0.9548611111111112,48,post_selector,response_mean
phase_transfer,3,22,response_mean,0.8541666666666666,0.8541666666666667,0.935763888888889,48,post_selector,response_mean
phase_transfer,4,22,response_mean,0.8333333333333334,0.8333333333333333,0.9670138888888888,48,post_selector,response_mean
phase_transfer,0,22,pre_selector,0.5,0.5,0.5,64,public_task_span,pre_selector
phase_transfer,1,22,pre_selector,0.5,0.5,0.5,48,public_task_span,pre_selector
phase_transfer,2,22,pre_selector,0.5,0.5,0.5,48,public_task_span,pre_selector
phase_transfer,3,22,pre_selector,0.5,0.5,0.5,48,public_task_span,pre_selector
phase_transfer,4,22,pre_selector,0.5,0.5,0.5,48,public_task_span,pre_selector
phase_transfer,0,22,post_selector,0.609375,0.609375,0.99609375,64,public_task_span,post_selector
phase_transfer,1,22,post_selector,0.6666666666666666,0.6666666666666666,0.9895833333333334,48,public_task_span,post_selector
phase_transfer,2,22,post_selector,0.5625,0.5625,1.0,48,public_task_span,post_selector
phase_transfer,3,22,post_selector,0.5,0.5,1.0,48,public_task_span,post_selector
phase_transfer,4,22,post_selector,0.6041666666666666,0.6041666666666666,1.0,48,public_task_span,post_selector
phase_transfer,0,22,public_task_span,0.96875,0.96875,1.0,64,public_task_span,public_task_span
phase_transfer,1,22,public_task_span,0.9583333333333334,0.9583333333333333,1.0,48,public_task_span,public_task_span
phase_transfer,2,22,public_task_span,0.9583333333333334,0.9583333333333333,1.0,48,public_task_span,public_task_span
phase_transfer,3,22,public_task_span,1.0,1.0,1.0,48,public_task_span,public_task_span
phase_transfer,4,22,public_task_span,1.0,1.0,1.0,48,public_task_span,public_task_span
phase_transfer,0,22,final_prompt,0.5,0.5,0.9619140625,64,public_task_span,final_prompt
phase_transfer,1,22,final_prompt,0.5,0.5,1.0,48,public_task_span,final_prompt
phase_transfer,2,22,final_prompt,0.5,0.5,0.9913194444444444,48,public_task_span,final_prompt
phase_transfer,3,22,final_prompt,0.5,0.5,1.0,48,public_task_span,final_prompt
phase_transfer,4,22,final_prompt,0.5,0.5,0.9930555555555556,48,public_task_span,final_prompt
phase_transfer,0,22,response_first,0.5,0.5,0.8388671875,64,public_task_span,response_first
phase_transfer,1,22,response_first,0.5,0.5,0.9583333333333334,48,public_task_span,response_first
phase_transfer,2,22,response_first,0.5,0.5,0.923611111111111,48,public_task_span,response_first
phase_transfer,3,22,response_first,0.5,0.5,0.9809027777777778,48,public_task_span,response_first
phase_transfer,4,22,response_first,0.5,0.5,0.9583333333333334,48,public_task_span,response_first
phase_transfer,0,22,response_mean,0.5,0.5,0.93359375,64,public_task_span,response_mean
phase_transfer,1,22,response_mean,0.5,0.5,0.9461805555555556,48,public_task_span,response_mean
phase_transfer,2,22,response_mean,0.5,0.5,1.0,48,public_task_span,response_mean
phase_transfer,3,22,response_mean,0.5,0.5,0.998263888888889,48,public_task_span,response_mean
phase_transfer,4,22,response_mean,0.5,0.5,0.986111111111111,48,public_task_span,response_mean
phase_transfer,0,22,pre_selector,0.5,0.5,0.5,64,final_prompt,pre_selector
phase_transfer,1,22,pre_selector,0.5,0.5,0.5,48,final_prompt,pre_selector
phase_transfer,2,22,pre_selector,0.5,0.5,0.5,48,final_prompt,pre_selector
phase_transfer,3,22,pre_selector,0.5,0.5,0.5,48,final_prompt,pre_selector
phase_transfer,4,22,pre_selector,0.5,0.5,0.5,48,final_prompt,pre_selector
phase_transfer,0,22,post_selector,0.5,0.5,0.9638671875,64,final_prompt,post_selector
phase_transfer,1,22,post_selector,0.5,0.5,1.0,48,final_prompt,post_selector
phase_transfer,2,22,post_selector,0.5,0.5,0.998263888888889,48,final_prompt,post_selector
phase_transfer,3,22,post_selector,0.5,0.5,1.0,48,final_prompt,post_selector
phase_transfer,4,22,post_selector,0.5,0.5,0.998263888888889,48,final_prompt,post_selector
phase_transfer,0,22,public_task_span,0.5,0.5,0.720703125,64,final_prompt,public_task_span
phase_transfer,1,22,public_task_span,0.5,0.5,0.8194444444444444,48,final_prompt,public_task_span
phase_transfer,2,22,public_task_span,0.5,0.5,0.7829861111111112,48,final_prompt,public_task_span
phase_transfer,3,22,public_task_span,0.5,0.5,0.7621527777777777,48,final_prompt,public_task_span
phase_transfer,4,22,public_task_span,0.5,0.5,0.8177083333333334,48,final_prompt,public_task_span
phase_transfer,0,22,final_prompt,0.96875,0.96875,1.0,64,final_prompt,final_prompt
phase_transfer,1,22,final_prompt,1.0,1.0,1.0,48,final_prompt,final_prompt
phase_transfer,2,22,final_prompt,1.0,1.0,1.0,48,final_prompt,final_prompt
phase_transfer,3,22,final_prompt,1.0,1.0,1.0,48,final_prompt,final_prompt
phase_transfer,4,22,final_prompt,0.9791666666666666,0.9791666666666667,1.0,48,final_prompt,final_prompt
phase_transfer,0,22,response_first,0.5,0.5,1.0,64,final_prompt,response_first
phase_transfer,1,22,response_first,0.5,0.5,0.9878472222222221,48,final_prompt,response_first
phase_transfer,2,22,response_first,0.5,0.5,0.9930555555555556,48,final_prompt,response_first
phase_transfer,3,22,response_first,0.5,0.5,0.9427083333333333,48,final_prompt,response_first
phase_transfer,4,22,response_first,0.5,0.5,0.9809027777777778,48,final_prompt,response_first
phase_transfer,0,22,response_mean,0.5,0.5,0.9921875,64,final_prompt,response_mean
phase_transfer,1,22,response_mean,0.5,0.5,0.9913194444444444,48,final_prompt,response_mean
phase_transfer,2,22,response_mean,0.5,0.5,1.0,48,final_prompt,response_mean
phase_transfer,3,22,response_mean,0.5,0.5,1.0,48,final_prompt,response_mean
phase_transfer,4,22,response_mean,0.5,0.5,0.9722222222222223,48,final_prompt,response_mean
phase_transfer,0,22,pre_selector,0.5,0.5,0.5,64,response_first,pre_selector
phase_transfer,1,22,pre_selector,0.5,0.5,0.5,48,response_first,pre_selector
phase_transfer,2,22,pre_selector,0.5,0.5,0.5,48,response_first,pre_selector
phase_transfer,3,22,pre_selector,0.5,0.5,0.5,48,response_first,pre_selector
phase_transfer,4,22,pre_selector,0.5,0.5,0.5,48,response_first,pre_selector
phase_transfer,0,22,post_selector,0.765625,0.765625,0.9228515625,64,response_first,post_selector
phase_transfer,1,22,post_selector,0.7916666666666666,0.7916666666666667,0.9600694444444444,48,response_first,post_selector
phase_transfer,2,22,post_selector,0.5,0.5,0.9774305555555556,48,response_first,post_selector
phase_transfer,3,22,post_selector,0.5,0.5,0.9947916666666667,48,response_first,post_selector
phase_transfer,4,22,post_selector,0.5,0.5,0.9739583333333333,48,response_first,post_selector
phase_transfer,0,22,public_task_span,0.5,0.5,0.7626953125,64,response_first,public_task_span
phase_transfer,1,22,public_task_span,0.5,0.5,0.7829861111111112,48,response_first,public_task_span
phase_transfer,2,22,public_task_span,0.5,0.5,0.7777777777777778,48,response_first,public_task_span
phase_transfer,3,22,public_task_span,0.5,0.5,0.7517361111111112,48,response_first,public_task_span
phase_transfer,4,22,public_task_span,0.5,0.5,0.8628472222222223,48,response_first,public_task_span
phase_transfer,0,22,final_prompt,0.828125,0.828125,0.9873046875,64,response_first,final_prompt
phase_transfer,1,22,final_prompt,0.9375,0.9375,1.0,48,response_first,final_prompt
phase_transfer,2,22,final_prompt,0.75,0.75,0.998263888888889,48,response_first,final_prompt
phase_transfer,3,22,final_prompt,0.9791666666666666,0.9791666666666667,0.998263888888889,48,response_first,final_prompt
phase_transfer,4,22,final_prompt,0.9583333333333334,0.9583333333333333,0.9965277777777777,48,response_first,final_prompt
phase_transfer,0,22,response_first,0.96875,0.96875,1.0,64,response_first,response_first
phase_transfer,1,22,response_first,0.9791666666666666,0.9791666666666667,1.0,48,response_first,response_first
phase_transfer,2,22,response_first,1.0,1.0,1.0,48,response_first,response_first
phase_transfer,3,22,response_first,1.0,1.0,1.0,48,response_first,response_first
phase_transfer,4,22,response_first,0.9791666666666666,0.9791666666666667,1.0,48,response_first,response_first
phase_transfer,0,22,response_mean,0.96875,0.96875,0.998046875,64,response_first,response_mean
phase_transfer,1,22,response_mean,0.6458333333333334,0.6458333333333334,1.0,48,response_first,response_mean
phase_transfer,2,22,response_mean,0.6666666666666666,0.6666666666666666,1.0,48,response_first,response_mean
phase_transfer,3,22,response_mean,0.5,0.5,1.0,48,response_first,response_mean
phase_transfer,4,22,response_mean,0.6875,0.6875,1.0,48,response_first,response_mean
phase_transfer,0,22,pre_selector,0.5,0.5,0.5,64,response_mean,pre_selector
phase_transfer,1,22,pre_selector,0.5,0.5,0.5,48,response_mean,pre_selector
phase_transfer,2,22,pre_selector,0.5,0.5,0.5,48,response_mean,pre_selector
phase_transfer,3,22,pre_selector,0.5,0.5,0.5,48,response_mean,pre_selector
phase_transfer,4,22,pre_selector,0.5,0.5,0.5,48,response_mean,pre_selector
phase_transfer,0,22,post_selector,0.984375,0.984375,1.0,64,response_mean,post_selector
phase_transfer,1,22,post_selector,1.0,1.0,1.0,48,response_mean,post_selector
phase_transfer,2,22,post_selector,1.0,1.0,1.0,48,response_mean,post_selector
phase_transfer,3,22,post_selector,1.0,1.0,1.0,48,response_mean,post_selector
phase_transfer,4,22,post_selector,1.0,1.0,1.0,48,response_mean,post_selector
phase_transfer,0,22,public_task_span,0.5,0.5,0.787109375,64,response_mean,public_task_span
phase_transfer,1,22,public_task_span,0.5,0.5,0.9027777777777777,48,response_mean,public_task_span
phase_transfer,2,22,public_task_span,0.5,0.5,0.9184027777777777,48,response_mean,public_task_span
phase_transfer,3,22,public_task_span,0.5208333333333334,0.5208333333333334,0.8680555555555556,48,response_mean,public_task_span
phase_transfer,4,22,public_task_span,0.7916666666666666,0.7916666666666667,0.907986111111111,48,response_mean,public_task_span
phase_transfer,0,22,final_prompt,0.5,0.5,0.978515625,64,response_mean,final_prompt
phase_transfer,1,22,final_prompt,0.5,0.5,1.0,48,response_mean,final_prompt
phase_transfer,2,22,final_prompt,0.5,0.5,0.9895833333333334,48,response_mean,final_prompt
phase_transfer,3,22,final_prompt,0.5,0.5,0.9965277777777778,48,response_mean,final_prompt
phase_transfer,4,22,final_prompt,0.7083333333333334,0.7083333333333334,0.9930555555555556,48,response_mean,final_prompt
phase_transfer,0,22,response_first,0.5,0.5,0.99658203125,64,response_mean,response_first
phase_transfer,1,22,response_first,0.5,0.5,0.9861111111111112,48,response_mean,response_first
phase_transfer,2,22,response_first,0.5,0.5,0.9947916666666666,48,response_mean,response_first
phase_transfer,3,22,response_first,0.5,0.5,1.0,48,response_mean,response_first
phase_transfer,4,22,response_first,0.6041666666666666,0.6041666666666666,0.9947916666666666,48,response_mean,response_first
phase_transfer,0,22,response_mean,0.984375,0.984375,1.0,64,response_mean,response_mean
phase_transfer,1,22,response_mean,1.0,1.0,1.0,48,response_mean,response_mean
phase_transfer,2,22,response_mean,1.0,1.0,1.0,48,response_mean,response_mean
phase_transfer,3,22,response_mean,1.0,1.0,1.0,48,response_mean,response_mean
phase_transfer,4,22,response_mean,0.9791666666666666,0.9791666666666667,1.0,48,response_mean,response_mean
phase_transfer,0,23,pre_selector,0.5,0.5,0.5,64,pre_selector,pre_selector
phase_transfer,1,23,pre_selector,0.5,0.5,0.5,48,pre_selector,pre_selector
phase_transfer,2,23,pre_selector,0.5,0.5,0.5,48,pre_selector,pre_selector
phase_transfer,3,23,pre_selector,0.5,0.5,0.5,48,pre_selector,pre_selector
phase_transfer,4,23,pre_selector,0.5,0.5,0.5,48,pre_selector,pre_selector
phase_transfer,0,23,post_selector,0.5,0.5,0.5,64,pre_selector,post_selector
phase_transfer,1,23,post_selector,0.5,0.5,0.5,48,pre_selector,post_selector
phase_transfer,2,23,post_selector,0.5,0.5,0.5,48,pre_selector,post_selector
phase_transfer,3,23,post_selector,0.5,0.5,0.5,48,pre_selector,post_selector
phase_transfer,4,23,post_selector,0.5,0.5,0.5,48,pre_selector,post_selector
phase_transfer,0,23,public_task_span,0.5,0.5,0.5,64,pre_selector,public_task_span
phase_transfer,1,23,public_task_span,0.5,0.5,0.5,48,pre_selector,public_task_span
phase_transfer,2,23,public_task_span,0.5,0.5,0.5,48,pre_selector,public_task_span
phase_transfer,3,23,public_task_span,0.5,0.5,0.5,48,pre_selector,public_task_span
phase_transfer,4,23,public_task_span,0.5,0.5,0.5,48,pre_selector,public_task_span
phase_transfer,0,23,final_prompt,0.5,0.5,0.5,64,pre_selector,final_prompt
phase_transfer,1,23,final_prompt,0.5,0.5,0.5,48,pre_selector,final_prompt
phase_transfer,2,23,final_prompt,0.5,0.5,0.5,48,pre_selector,final_prompt
phase_transfer,3,23,final_prompt,0.5,0.5,0.5,48,pre_selector,final_prompt
phase_transfer,4,23,final_prompt,0.5,0.5,0.5,48,pre_selector,final_prompt
phase_transfer,0,23,response_first,0.5,0.5,0.5,64,pre_selector,response_first
phase_transfer,1,23,response_first,0.5,0.5,0.5,48,pre_selector,response_first
phase_transfer,2,23,response_first,0.5,0.5,0.5,48,pre_selector,response_first
phase_transfer,3,23,response_first,0.5,0.5,0.5,48,pre_selector,response_first
phase_transfer,4,23,response_first,0.5,0.5,0.5,48,pre_selector,response_first
phase_transfer,0,23,response_mean,0.5,0.5,0.5,64,pre_selector,response_mean
phase_transfer,1,23,response_mean,0.5,0.5,0.5,48,pre_selector,response_mean
phase_transfer,2,23,response_mean,0.5,0.5,0.5,48,pre_selector,response_mean
phase_transfer,3,23,response_mean,0.5,0.5,0.5,48,pre_selector,response_mean
phase_transfer,4,23,response_mean,0.5,0.5,0.5,48,pre_selector,response_mean
phase_transfer,0,23,pre_selector,0.5,0.5,0.5,64,post_selector,pre_selector
phase_transfer,1,23,pre_selector,0.5,0.5,0.5,48,post_selector,pre_selector
phase_transfer,2,23,pre_selector,0.5,0.5,0.5,48,post_selector,pre_selector
phase_transfer,3,23,pre_selector,0.5,0.5,0.5,48,post_selector,pre_selector
phase_transfer,4,23,pre_selector,0.5,0.5,0.5,48,post_selector,pre_selector
phase_transfer,0,23,post_selector,1.0,1.0,1.0,64,post_selector,post_selector
phase_transfer,1,23,post_selector,1.0,1.0,1.0,48,post_selector,post_selector
phase_transfer,2,23,post_selector,1.0,1.0,1.0,48,post_selector,post_selector
phase_transfer,3,23,post_selector,1.0,1.0,1.0,48,post_selector,post_selector
phase_transfer,4,23,post_selector,1.0,1.0,1.0,48,post_selector,post_selector
phase_transfer,0,23,public_task_span,0.5,0.5,0.7578125,64,post_selector,public_task_span
phase_transfer,1,23,public_task_span,0.5,0.5,0.8854166666666666,48,post_selector,public_task_span
phase_transfer,2,23,public_task_span,0.5,0.5,0.7986111111111112,48,post_selector,public_task_span
phase_transfer,3,23,public_task_span,0.5,0.5,0.8680555555555555,48,post_selector,public_task_span
phase_transfer,4,23,public_task_span,0.5,0.5,0.96875,48,post_selector,public_task_span
phase_transfer,0,23,final_prompt,0.5,0.5,0.7744140625,64,post_selector,final_prompt
phase_transfer,1,23,final_prompt,0.7083333333333334,0.7083333333333333,0.7413194444444444,48,post_selector,final_prompt
phase_transfer,2,23,final_prompt,0.5,0.5,0.8177083333333334,48,post_selector,final_prompt
phase_transfer,3,23,final_prompt,0.5,0.5,0.8333333333333334,48,post_selector,final_prompt
phase_transfer,4,23,final_prompt,0.5,0.5,0.8784722222222222,48,post_selector,final_prompt
phase_transfer,0,23,response_first,0.5,0.5,0.736328125,64,post_selector,response_first
phase_transfer,1,23,response_first,0.5,0.5,0.5920138888888888,48,post_selector,response_first
phase_transfer,2,23,response_first,0.5,0.5,0.71875,48,post_selector,response_first
phase_transfer,3,23,response_first,0.5,0.5,0.7777777777777779,48,post_selector,response_first
phase_transfer,4,23,response_first,0.5,0.5,0.782986111111111,48,post_selector,response_first
phase_transfer,0,23,response_mean,0.5,0.5,0.923828125,64,post_selector,response_mean
phase_transfer,1,23,response_mean,0.6041666666666666,0.6041666666666666,0.8489583333333334,48,post_selector,response_mean
phase_transfer,2,23,response_mean,0.6666666666666666,0.6666666666666666,0.984375,48,post_selector,response_mean
phase_transfer,3,23,response_mean,0.5,0.5,0.9461805555555556,48,post_selector,response_mean
phase_transfer,4,23,response_mean,0.5,0.5,0.9583333333333333,48,post_selector,response_mean
phase_transfer,0,23,pre_selector,0.5,0.5,0.5,64,public_task_span,pre_selector
phase_transfer,1,23,pre_selector,0.5,0.5,0.5,48,public_task_span,pre_selector
phase_transfer,2,23,pre_selector,0.5,0.5,0.5,48,public_task_span,pre_selector
phase_transfer,3,23,pre_selector,0.5,0.5,0.5,48,public_task_span,pre_selector
phase_transfer,4,23,pre_selector,0.5,0.5,0.5,48,public_task_span,pre_selector
phase_transfer,0,23,post_selector,0.640625,0.640625,0.998046875,64,public_task_span,post_selector
phase_transfer,1,23,post_selector,0.6458333333333334,0.6458333333333334,0.998263888888889,48,public_task_span,post_selector
phase_transfer,2,23,post_selector,0.7708333333333334,0.7708333333333333,1.0,48,public_task_span,post_selector
phase_transfer,3,23,post_selector,0.75,0.75,1.0,48,public_task_span,post_selector
phase_transfer,4,23,post_selector,0.7291666666666666,0.7291666666666666,1.0,48,public_task_span,post_selector
phase_transfer,0,23,public_task_span,0.96875,0.96875,0.9990234375,64,public_task_span,public_task_span
phase_transfer,1,23,public_task_span,1.0,1.0,1.0,48,public_task_span,public_task_span
phase_transfer,2,23,public_task_span,0.9375,0.9375,1.0,48,public_task_span,public_task_span
phase_transfer,3,23,public_task_span,0.9791666666666666,0.9791666666666667,1.0,48,public_task_span,public_task_span
phase_transfer,4,23,public_task_span,1.0,1.0,1.0,48,public_task_span,public_task_span
phase_transfer,0,23,final_prompt,0.5,0.5,0.96484375,64,public_task_span,final_prompt
phase_transfer,1,23,final_prompt,0.5,0.5,0.9409722222222222,48,public_task_span,final_prompt
phase_transfer,2,23,final_prompt,0.5,0.5,0.9878472222222222,48,public_task_span,final_prompt
phase_transfer,3,23,final_prompt,0.5,0.5,0.9878472222222223,48,public_task_span,final_prompt
phase_transfer,4,23,final_prompt,0.5,0.5,0.9722222222222221,48,public_task_span,final_prompt
phase_transfer,0,23,response_first,0.5,0.5,0.875,64,public_task_span,response_first
phase_transfer,1,23,response_first,0.5,0.5,0.9791666666666666,48,public_task_span,response_first
phase_transfer,2,23,response_first,0.5,0.5,0.9583333333333333,48,public_task_span,response_first
phase_transfer,3,23,response_first,0.5,0.5,0.9861111111111112,48,public_task_span,response_first
phase_transfer,4,23,response_first,0.5,0.5,0.9635416666666667,48,public_task_span,response_first
phase_transfer,0,23,response_mean,0.5,0.5,0.970703125,64,public_task_span,response_mean
phase_transfer,1,23,response_mean,0.5,0.5,0.9722222222222223,48,public_task_span,response_mean
phase_transfer,2,23,response_mean,0.5,0.5,0.9930555555555556,48,public_task_span,response_mean
phase_transfer,3,23,response_mean,0.5,0.5,0.9878472222222223,48,public_task_span,response_mean
phase_transfer,4,23,response_mean,0.5,0.5,0.984375,48,public_task_span,response_mean
phase_transfer,0,23,pre_selector,0.5,0.5,0.5,64,final_prompt,pre_selector
phase_transfer,1,23,pre_selector,0.5,0.5,0.5,48,final_prompt,pre_selector
phase_transfer,2,23,pre_selector,0.5,0.5,0.5,48,final_prompt,pre_selector
phase_transfer,3,23,pre_selector,0.5,0.5,0.5,48,final_prompt,pre_selector
phase_transfer,4,23,pre_selector,0.5,0.5,0.5,48,final_prompt,pre_selector
phase_transfer,0,23,post_selector,0.53125,0.53125,0.9892578125,64,final_prompt,post_selector
phase_transfer,1,23,post_selector,0.7708333333333334,0.7708333333333333,1.0,48,final_prompt,post_selector
phase_transfer,2,23,post_selector,0.8125,0.8125,1.0,48,final_prompt,post_selector
phase_transfer,3,23,post_selector,0.5,0.5,1.0,48,final_prompt,post_selector
phase_transfer,4,23,post_selector,0.6666666666666666,0.6666666666666666,1.0,48,final_prompt,post_selector
phase_transfer,0,23,public_task_span,0.5,0.5,0.6787109375,64,final_prompt,public_task_span
phase_transfer,1,23,public_task_span,0.5,0.5,0.734375,48,final_prompt,public_task_span
phase_transfer,2,23,public_task_span,0.5,0.5,0.6753472222222222,48,final_prompt,public_task_span
phase_transfer,3,23,public_task_span,0.5,0.5,0.6770833333333333,48,final_prompt,public_task_span
phase_transfer,4,23,public_task_span,0.5,0.5,0.7690972222222221,48,final_prompt,public_task_span
phase_transfer,0,23,final_prompt,0.953125,0.953125,1.0,64,final_prompt,final_prompt
phase_transfer,1,23,final_prompt,1.0,1.0,1.0,48,final_prompt,final_prompt
phase_transfer,2,23,final_prompt,1.0,1.0,1.0,48,final_prompt,final_prompt
phase_transfer,3,23,final_prompt,1.0,1.0,1.0,48,final_prompt,final_prompt
phase_transfer,4,23,final_prompt,0.9791666666666666,0.9791666666666667,1.0,48,final_prompt,final_prompt
phase_transfer,0,23,response_first,0.5,0.5,0.9970703125,64,final_prompt,response_first
phase_transfer,1,23,response_first,0.5,0.5,0.998263888888889,48,final_prompt,response_first
phase_transfer,2,23,response_first,0.5,0.5,0.998263888888889,48,final_prompt,response_first
phase_transfer,3,23,response_first,0.5,0.5,0.9930555555555556,48,final_prompt,response_first
phase_transfer,4,23,response_first,0.5,0.5,0.9965277777777778,48,final_prompt,response_first
phase_transfer,0,23,response_mean,0.5,0.5,0.994140625,64,final_prompt,response_mean
phase_transfer,1,23,response_mean,0.5,0.5,1.0,48,final_prompt,response_mean
phase_transfer,2,23,response_mean,0.5,0.5,1.0,48,final_prompt,response_mean
phase_transfer,3,23,response_mean,0.5,0.5,1.0,48,final_prompt,response_mean
phase_transfer,4,23,response_mean,0.5,0.5,1.0,48,final_prompt,response_mean
phase_transfer,0,23,pre_selector,0.5,0.5,0.5,64,response_first,pre_selector
phase_transfer,1,23,pre_selector,0.5,0.5,0.5,48,response_first,pre_selector
phase_transfer,2,23,pre_selector,0.5,0.5,0.5,48,response_first,pre_selector
phase_transfer,3,23,pre_selector,0.5,0.5,0.5,48,response_first,pre_selector
phase_transfer,4,23,pre_selector,0.5,0.5,0.5,48,response_first,pre_selector
phase_transfer,0,23,post_selector,0.828125,0.828125,0.9638671875,64,response_first,post_selector
phase_transfer,1,23,post_selector,0.5625,0.5625,0.9600694444444444,48,response_first,post_selector
phase_transfer,2,23,post_selector,0.5,0.5,0.9895833333333334,48,response_first,post_selector
phase_transfer,3,23,post_selector,0.5,0.5,0.9965277777777778,48,response_first,post_selector
phase_transfer,4,23,post_selector,0.5,0.5,0.9965277777777777,48,response_first,post_selector
phase_transfer,0,23,public_task_span,0.5,0.5,0.6826171875,64,response_first,public_task_span
phase_transfer,1,23,public_task_span,0.5,0.5,0.7586805555555556,48,response_first,public_task_span
phase_transfer,2,23,public_task_span,0.5,0.5,0.7552083333333334,48,response_first,public_task_span
phase_transfer,3,23,public_task_span,0.5,0.5,0.689236111111111,48,response_first,public_task_span
phase_transfer,4,23,public_task_span,0.5,0.5,0.84375,48,response_first,public_task_span
